store_name,medicine_name,date,current_stock,daily_demand,expiry_days_left,season,category,demand_trend,lead_time_days,inventory_status,unit_price,reorder_fee,distance_from_distributor_miles
Store B,Prednisone_10mg,2024-03-21,291,39,305,winter,Cardiovascular,increasing,6,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-03-22,251,40,246,winter,Cardiovascular,increasing,7,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-03-23,221,30,119,winter,Cardiovascular,decreasing,7,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-03-24,184,37,184,winter,Cardiovascular,stable,2,Critically Low,28.09,22.70,16
Store B,Prednisone_10mg,2024-03-25,150,34,110,winter,Cardiovascular,stable,3,Critically Low,28.09,22.70,16
Store B,Prednisone_10mg,2024-03-26,110,40,229,winter,Cardiovascular,increasing,6,Critically Low,28.09,22.70,16
Store B,Prednisone_10mg,2024-03-27,72,38,336,winter,Cardiovascular,stable,3,Critically Low,28.09,22.70,16
Store B,Prednisone_10mg,2024-03-28,337,32,74,winter,Cardiovascular,stable,6,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-03-29,305,32,121,winter,Cardiovascular,stable,6,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-03-30,271,34,193,winter,Cardiovascular,stable,3,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-03-31,232,39,67,winter,Cardiovascular,increasing,2,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-01,345,40,80,summer,Cardiovascular,increasing,6,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-02,308,37,84,summer,Cardiovascular,stable,6,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-03,276,32,102,summer,Cardiovascular,stable,2,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-04,242,34,244,summer,Cardiovascular,stable,3,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-05,209,33,112,summer,Cardiovascular,stable,5,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-06,178,31,135,summer,Cardiovascular,decreasing,2,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-07,141,37,256,summer,Cardiovascular,stable,7,Critically Low,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-08,104,37,294,summer,Cardiovascular,stable,5,Critically Low,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-09,69,35,111,summer,Cardiovascular,stable,7,Critically Low,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-10,322,36,280,summer,Cardiovascular,stable,5,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-11,282,40,108,summer,Cardiovascular,increasing,6,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-12,243,39,74,summer,Cardiovascular,increasing,3,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-13,210,33,86,summer,Cardiovascular,stable,6,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-14,172,38,111,summer,Cardiovascular,stable,2,Critically Low,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-15,138,34,116,summer,Cardiovascular,stable,5,Critically Low,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-16,290,40,194,summer,Cardiovascular,increasing,6,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-17,251,39,319,summer,Cardiovascular,increasing,6,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-18,217,34,314,summer,Cardiovascular,stable,2,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-19,179,38,314,summer,Cardiovascular,stable,3,Critically Low,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-20,147,32,301,summer,Cardiovascular,stable,6,Critically Low,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-21,112,35,358,summer,Cardiovascular,stable,6,Critically Low,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-22,81,31,167,summer,Cardiovascular,decreasing,6,Critically Low,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-23,348,38,85,summer,Cardiovascular,stable,3,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-24,316,32,190,summer,Cardiovascular,stable,2,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-25,283,33,315,summer,Cardiovascular,stable,2,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-26,253,30,122,summer,Cardiovascular,decreasing,3,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-27,215,38,164,summer,Cardiovascular,stable,6,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-28,183,32,270,summer,Cardiovascular,stable,5,Optimal,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-29,151,32,161,summer,Cardiovascular,stable,5,Critically Low,28.09,22.70,16
Store B,Prednisone_10mg,2024-04-30,114,37,218,summer,Cardiovascular,stable,6,Critically Low,28.09,22.70,16
Store B,Clozapine_100mg,2024-02-01,201,13,68,winter,Gastro,stable,2,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-02,183,18,124,winter,Gastro,stable,4,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-03,161,22,240,winter,Gastro,stable,3,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-04,142,19,89,winter,Gastro,stable,3,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-05,122,20,276,winter,Gastro,stable,7,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-06,99,23,164,winter,Gastro,increasing,2,Critically Low,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-07,77,22,207,winter,Gastro,increasing,2,Critically Low,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-08,58,19,188,winter,Gastro,stable,3,Critically Low,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-09,332,22,131,winter,Gastro,increasing,7,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-10,310,22,86,winter,Gastro,increasing,6,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-11,293,17,312,winter,Gastro,stable,2,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-12,270,23,279,winter,Gastro,increasing,2,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-13,255,15,205,winter,Gastro,stable,5,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-14,241,14,155,winter,Gastro,decreasing,6,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-15,220,21,290,winter,Gastro,stable,4,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-16,462,18,293,winter,Gastro,stable,7,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-17,449,13,225,winter,Gastro,decreasing,6,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-18,434,15,166,winter,Gastro,stable,4,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-19,419,15,202,winter,Gastro,stable,4,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-20,397,22,310,winter,Gastro,increasing,6,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-21,380,17,191,winter,Gastro,stable,6,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-22,359,21,157,winter,Gastro,stable,6,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-23,340,19,60,winter,Gastro,stable,5,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-24,318,22,199,winter,Gastro,increasing,6,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-25,295,23,103,winter,Gastro,increasing,4,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-26,273,22,167,winter,Gastro,increasing,5,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-27,259,14,221,winter,Gastro,decreasing,2,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-28,243,16,203,winter,Gastro,stable,3,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-02-29,229,14,94,winter,Gastro,decreasing,4,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-01,211,18,334,winter,Gastro,stable,4,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-02,351,17,69,winter,Gastro,stable,4,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-03,333,18,88,winter,Gastro,stable,3,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-04,318,15,87,winter,Gastro,stable,3,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-05,296,22,234,winter,Gastro,increasing,5,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-06,277,19,126,winter,Gastro,stable,3,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-07,262,15,215,winter,Gastro,stable,2,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-08,247,15,146,winter,Gastro,stable,5,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-09,224,23,87,winter,Gastro,increasing,4,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-10,208,16,81,winter,Gastro,stable,7,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-11,189,19,160,winter,Gastro,stable,3,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-12,176,13,359,winter,Gastro,decreasing,3,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-13,156,20,189,winter,Gastro,stable,4,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-14,134,22,149,winter,Gastro,increasing,4,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-15,115,19,295,winter,Gastro,stable,5,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-16,100,15,292,winter,Gastro,stable,3,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-17,333,18,273,winter,Gastro,stable,5,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-18,316,17,150,winter,Gastro,stable,7,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-19,293,23,160,winter,Gastro,increasing,3,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-20,279,14,309,winter,Gastro,decreasing,6,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-21,264,15,92,winter,Gastro,stable,5,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-22,247,17,351,winter,Gastro,stable,2,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-23,227,20,346,winter,Gastro,stable,5,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-24,214,13,345,winter,Gastro,decreasing,5,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-25,199,15,180,winter,Gastro,stable,2,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-26,183,16,211,winter,Gastro,stable,3,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-27,160,23,72,winter,Gastro,increasing,4,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-28,140,20,133,winter,Gastro,stable,5,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-29,120,20,130,winter,Gastro,stable,7,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-30,106,14,102,winter,Gastro,decreasing,6,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-03-31,89,17,170,winter,Gastro,stable,5,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-01,246,15,361,summer,Gastro,stable,7,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-02,232,14,120,summer,Gastro,decreasing,4,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-03,211,21,126,summer,Gastro,stable,2,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-04,196,15,61,summer,Gastro,stable,5,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-05,179,17,343,summer,Gastro,stable,4,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-06,161,18,126,summer,Gastro,stable,5,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-07,143,18,179,summer,Gastro,stable,2,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-08,125,18,363,summer,Gastro,stable,7,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-09,108,17,217,summer,Gastro,stable,5,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-10,87,21,294,summer,Gastro,stable,7,Critically Low,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-11,70,17,316,summer,Gastro,stable,6,Critically Low,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-12,53,17,105,summer,Gastro,stable,2,Critically Low,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-13,236,13,272,summer,Gastro,decreasing,4,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-14,218,18,71,summer,Gastro,stable,7,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-15,201,17,203,summer,Gastro,stable,3,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-16,406,17,233,summer,Gastro,stable,7,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-17,384,22,281,summer,Gastro,increasing,5,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-18,368,16,85,summer,Gastro,stable,6,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-19,353,15,362,summer,Gastro,stable,6,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-20,331,22,286,summer,Gastro,increasing,3,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-21,314,17,75,summer,Gastro,stable,2,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-22,296,18,309,summer,Gastro,stable,5,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-23,280,16,171,summer,Gastro,stable,3,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-24,264,16,170,summer,Gastro,stable,3,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-25,251,13,117,summer,Gastro,decreasing,6,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-26,236,15,291,summer,Gastro,stable,7,Surplus,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-27,217,19,109,summer,Gastro,stable,7,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-28,197,20,147,summer,Gastro,stable,5,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-29,179,18,73,summer,Gastro,stable,6,Optimal,18.13,17.46,16
Store B,Clozapine_100mg,2024-04-30,158,21,355,summer,Gastro,stable,3,Optimal,18.13,17.46,16
Store C,Paracetamol_500mg,2024-02-01,92,28,137,winter,Pain Relief,stable,7,Critically Low,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-02,74,18,92,winter,Pain Relief,stable,5,Critically Low,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-03,53,21,66,winter,Pain Relief,stable,4,Critically Low,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-04,202,24,273,winter,Pain Relief,stable,7,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-05,177,25,163,winter,Pain Relief,stable,7,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-06,154,23,262,winter,Pain Relief,stable,6,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-07,131,23,275,winter,Pain Relief,stable,2,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-08,109,22,243,winter,Pain Relief,stable,4,Critically Low,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-09,86,23,333,winter,Pain Relief,stable,6,Critically Low,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-10,62,24,163,winter,Pain Relief,stable,7,Critically Low,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-11,238,22,228,winter,Pain Relief,stable,5,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-12,219,19,184,winter,Pain Relief,decreasing,2,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-13,200,19,159,winter,Pain Relief,decreasing,3,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-14,178,22,78,winter,Pain Relief,stable,3,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-15,159,19,313,winter,Pain Relief,decreasing,2,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-16,296,22,96,winter,Pain Relief,stable,2,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-17,273,23,72,winter,Pain Relief,stable,2,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-18,247,26,147,winter,Pain Relief,stable,5,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-19,222,25,178,winter,Pain Relief,stable,6,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-20,202,20,279,winter,Pain Relief,stable,7,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-21,176,26,153,winter,Pain Relief,stable,4,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-22,149,27,341,winter,Pain Relief,increasing,7,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-23,126,23,105,winter,Pain Relief,stable,4,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-24,104,22,62,winter,Pain Relief,stable,5,Critically Low,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-25,80,24,234,winter,Pain Relief,stable,3,Critically Low,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-26,58,22,309,winter,Pain Relief,stable,4,Critically Low,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-27,238,28,298,winter,Pain Relief,increasing,3,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-28,220,18,168,winter,Pain Relief,decreasing,3,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-02-29,194,26,348,winter,Pain Relief,stable,2,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-01,167,27,289,winter,Pain Relief,increasing,7,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-02,433,26,319,winter,Pain Relief,stable,5,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-03,414,19,154,winter,Pain Relief,decreasing,5,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-04,390,24,68,winter,Pain Relief,stable,2,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-05,365,25,220,winter,Pain Relief,stable,6,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-06,341,24,135,winter,Pain Relief,stable,2,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-07,322,19,200,winter,Pain Relief,decreasing,7,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-08,294,28,143,winter,Pain Relief,increasing,3,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-09,274,20,107,winter,Pain Relief,stable,4,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-10,249,25,199,winter,Pain Relief,stable,2,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-11,226,23,341,winter,Pain Relief,stable,3,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-12,207,19,329,winter,Pain Relief,decreasing,7,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-13,180,27,187,winter,Pain Relief,increasing,7,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-14,162,18,276,winter,Pain Relief,decreasing,6,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-15,144,18,72,winter,Pain Relief,decreasing,4,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-16,118,26,154,winter,Pain Relief,stable,4,Critically Low,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-17,270,22,331,winter,Pain Relief,stable,2,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-18,247,23,309,winter,Pain Relief,stable,7,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-19,224,23,338,winter,Pain Relief,stable,7,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-20,196,28,200,winter,Pain Relief,increasing,5,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-21,172,24,285,winter,Pain Relief,stable,7,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-22,149,23,313,winter,Pain Relief,stable,5,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-23,124,25,323,winter,Pain Relief,stable,6,Critically Low,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-24,99,25,163,winter,Pain Relief,stable,2,Critically Low,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-25,80,19,295,winter,Pain Relief,decreasing,5,Critically Low,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-26,54,26,81,winter,Pain Relief,stable,6,Critically Low,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-27,358,24,145,winter,Pain Relief,stable,6,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-28,331,27,143,winter,Pain Relief,increasing,2,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-29,307,24,339,winter,Pain Relief,stable,3,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-30,283,24,225,winter,Pain Relief,stable,6,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-03-31,262,21,285,winter,Pain Relief,stable,3,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-01,521,23,237,summer,Pain Relief,stable,3,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-02,497,24,311,summer,Pain Relief,stable,4,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-03,471,26,166,summer,Pain Relief,stable,3,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-04,449,22,148,summer,Pain Relief,stable,6,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-05,431,18,196,summer,Pain Relief,decreasing,7,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-06,408,23,127,summer,Pain Relief,stable,6,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-07,390,18,79,summer,Pain Relief,decreasing,2,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-08,364,26,159,summer,Pain Relief,stable,5,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-09,341,23,136,summer,Pain Relief,stable,5,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-10,313,28,260,summer,Pain Relief,increasing,2,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-11,288,25,267,summer,Pain Relief,stable,3,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-12,260,28,346,summer,Pain Relief,increasing,5,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-13,240,20,231,summer,Pain Relief,stable,3,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-14,218,22,332,summer,Pain Relief,stable,4,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-15,200,18,238,summer,Pain Relief,decreasing,6,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-16,415,21,331,summer,Pain Relief,stable,5,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-17,393,22,168,summer,Pain Relief,stable,2,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-18,368,25,239,summer,Pain Relief,stable,3,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-19,346,22,138,summer,Pain Relief,stable,5,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-20,328,18,180,summer,Pain Relief,decreasing,3,Surplus,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-21,305,23,76,summer,Pain Relief,stable,2,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-22,279,26,79,summer,Pain Relief,stable,2,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-23,251,28,128,summer,Pain Relief,increasing,2,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-24,228,23,265,summer,Pain Relief,stable,2,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-25,202,26,142,summer,Pain Relief,stable,2,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-26,184,18,328,summer,Pain Relief,decreasing,7,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-27,156,28,246,summer,Pain Relief,increasing,7,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-28,138,18,169,summer,Pain Relief,decreasing,4,Optimal,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-29,114,24,197,summer,Pain Relief,stable,4,Critically Low,27.05,20.62,92
Store C,Paracetamol_500mg,2024-04-30,94,20,110,summer,Pain Relief,stable,5,Critically Low,27.05,20.62,92
Store C,Ibuprofen_400mg,2024-02-01,125,8,101,winter,Pain Relief,stable,4,Surplus,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-02,111,14,285,winter,Pain Relief,stable,5,Optimal,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-03,98,13,225,winter,Pain Relief,stable,7,Optimal,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-04,86,12,171,winter,Pain Relief,stable,6,Optimal,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-05,74,12,237,winter,Pain Relief,stable,5,Optimal,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-06,59,15,305,winter,Pain Relief,increasing,4,Critically Low,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-07,255,14,79,winter,Pain Relief,stable,3,Surplus,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-08,248,7,305,winter,Pain Relief,decreasing,2,Surplus,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-09,237,11,69,winter,Pain Relief,stable,2,Surplus,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-10,224,13,208,winter,Pain Relief,stable,7,Surplus,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-11,217,7,253,winter,Pain Relief,decreasing,5,Surplus,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-12,203,14,85,winter,Pain Relief,stable,6,Surplus,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-13,194,9,85,winter,Pain Relief,stable,3,Surplus,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-14,181,13,197,winter,Pain Relief,stable,4,Optimal,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-15,174,7,113,winter,Pain Relief,decreasing,7,Surplus,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-16,429,13,202,winter,Pain Relief,stable,2,Surplus,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-17,419,10,121,winter,Pain Relief,stable,7,Surplus,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-18,407,12,158,winter,Pain Relief,stable,6,Surplus,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-19,394,13,251,winter,Pain Relief,stable,5,Surplus,29.43,21.27,92
Store C,Ibuprofen_400mg,2024-02-20,381,13,253,winter,Pain Relief,stable,7,Surplus,29.43,21.27,92
